price,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy
$85.00,38.9318755576014,-77.02600556382127,Apartment,Private room,2,1.0,1.0,1.0,2,13,95.0,10.0,10.0,10.0,10.0,moderate
$70.00,38.928780153009576,-77.0345309634733,Apartment,Private room,2,2.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$109.00,38.92779417659034,-77.03757879927797,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,25,98.0,10.0,10.0,10.0,10.0,strict
$98.00,38.93149607732336,-77.03784643555935,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,1,60.0,4.0,10.0,10.0,10.0,flexible
$280.00,38.93423277727296,-77.03013875942743,Apartment,Entire home/apt,5,2.5,2.0,3.0,2,1,100.0,8.0,10.0,10.0,10.0,flexible
$80.00,38.92163647147557,-77.03479494386556,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,2,100.0,10.0,10.0,10.0,10.0,strict
$65.00,38.933558093302935,-77.0260527188242,House,Private room,2,1.0,1.0,1.0,1,1,80.0,6.0,10.0,10.0,10.0,flexible
$65.00,38.936740928185024,-77.01994745176361,House,Private room,2,1.0,1.0,1.0,2,113,92.0,9.0,10.0,10.0,9.0,moderate
$152.00,38.924396689447605,-77.03475001239184,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,12,93.0,10.0,9.0,10.0,9.0,moderate
$125.00,38.9308687076301,-77.03067337238284,Apartment,Entire home/apt,2,1.5,2.0,1.0,7,0,,,,,,strict
$94.00,38.930493475379365,-77.0427898270296,Apartment,Entire home/apt,4,1.0,0.0,2.0,1,51,95.0,10.0,10.0,10.0,10.0,moderate
$135.00,38.92770497267435,-77.03122130574233,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,64,97.0,10.0,10.0,10.0,9.0,strict
$220.00,38.926518786255336,-77.02860105787228,Apartment,Entire home/apt,4,1.0,2.0,3.0,2,4,95.0,9.0,10.0,10.0,9.0,strict
$125.00,38.92134364315753,-77.02924166713207,Apartment,Private room,2,1.0,1.0,1.0,1,22,98.0,10.0,10.0,10.0,10.0,flexible
$125.00,38.931343271334796,-77.03584080538917,Apartment,Entire home/apt,3,1.0,0.0,2.0,3,15,99.0,10.0,10.0,10.0,10.0,moderate
$135.00,38.92999205149441,-77.03493110524784,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,13,97.0,9.0,10.0,10.0,9.0,moderate
$143.00,38.93436430544336,-77.03992099752733,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,32,94.0,9.0,10.0,10.0,9.0,moderate
$149.00,38.929212230357926,-77.04086869107375,House,Private room,2,1.0,1.0,1.0,4,8,100.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.93128455705049,-77.0336483044337,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,9,100.0,10.0,10.0,10.0,10.0,flexible
$115.00,38.93191054064717,-77.03472319114113,other,Entire home/apt,2,1.0,1.0,2.0,1,3,60.0,10.0,4.0,10.0,10.0,flexible
$100.00,38.932687624533074,-77.03843884817469,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,0,,,,,,flexible
$148.00,38.933656142293074,-77.0306006791746,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,0,,,,,,strict
$90.00,38.926988777375385,-77.03723662994851,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,95.0,8.0,10.0,10.0,10.0,strict
$103.00,38.920942293738094,-77.03357055066834,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,45,92.0,9.0,9.0,10.0,9.0,strict
$85.00,38.92392747067465,-77.02771878583835,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$80.00,38.92836598774685,-77.02799223434462,House,Private room,2,1.0,1.0,1.0,1,10,100.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.9359837948233,-77.02116049441504,House,Entire home/apt,2,1.0,1.0,1.0,2,14,90.0,8.0,10.0,10.0,9.0,moderate
$75.00,38.93387118376098,-77.03672094319802,Apartment,Private room,2,1.0,1.0,1.0,1,30,94.0,9.0,10.0,10.0,10.0,moderate
$250.00,38.93144808052533,-77.02931077934635,Apartment,Entire home/apt,6,2.0,2.0,3.0,5,0,,,,,,moderate
$115.00,38.92747879799492,-77.02309777032431,House,Private room,2,1.0,1.0,1.0,2,6,100.0,8.0,10.0,10.0,7.0,flexible
$48.00,38.93055695458506,-77.03814454385653,Apartment,Shared room,2,1.0,1.0,1.0,1,4,100.0,10.0,10.0,10.0,10.0,flexible
$120.00,38.934730998364586,-77.02862821039359,other,Entire home/apt,4,1.0,1.0,2.0,2,4,90.0,9.0,9.0,10.0,10.0,moderate
$117.00,38.93159147030482,-77.04168699515837,Apartment,Entire home/apt,4,1.0,1.0,1.0,4,15,91.0,9.0,10.0,10.0,10.0,moderate
$145.00,38.93080062017419,-77.0431673296467,Apartment,Entire home/apt,5,2.0,2.0,2.0,2,12,98.0,9.0,10.0,10.0,10.0,strict
$148.00,38.93030478566272,-77.04219574669689,Apartment,Entire home/apt,6,1.0,2.0,2.0,1,54,95.0,10.0,10.0,10.0,9.0,strict
$600.00,38.92718674205921,-77.03272670647348,House,Entire home/apt,8,4.5,4.0,4.0,1,32,99.0,10.0,10.0,10.0,10.0,strict
$53.00,38.92878425399093,-77.03019810522363,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$199.00,38.92090956936143,-77.02811377547624,Apartment,Entire home/apt,6,2.0,2.0,2.0,1,25,100.0,10.0,10.0,10.0,9.0,moderate
$60.00,38.933582576754134,-77.03574075298619,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,0,,,,,,flexible
$145.00,38.928213259017724,-77.03317528027605,other,Private room,3,1.0,1.0,1.0,2,0,,,,,,strict
$99.00,38.93395353510217,-77.02869460918639,other,Entire home/apt,2,1.0,1.0,1.0,5,0,,,,,,flexible
$150.00,38.93179292996045,-77.02907377162802,Apartment,Entire home/apt,6,1.0,2.0,3.0,1,1,100.0,8.0,10.0,10.0,10.0,moderate
$65.00,38.92796233568886,-77.03978968163408,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$119.00,38.933950049105675,-77.03074527394485,Apartment,Entire home/apt,5,1.0,2.0,3.0,3,10,90.0,10.0,10.0,10.0,9.0,flexible
$145.00,38.92814970131188,-77.03769182988447,Apartment,Entire home/apt,4,1.0,2.0,2.0,3,4,80.0,9.0,7.0,8.0,9.0,moderate
$80.00,38.92852356289536,-77.03386884721284,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,100.0,10.0,10.0,10.0,9.0,flexible
$125.00,38.93090494982549,-77.04048446803995,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,5,96.0,9.0,10.0,9.0,10.0,moderate
$75.00,38.928511022628825,-77.0339852779036,other,Private room,3,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,strict
$100.00,38.93184014874989,-77.03826955985964,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,2,90.0,7.0,10.0,10.0,9.0,flexible
$125.00,38.93558956419211,-77.04223284625947,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,16,90.0,10.0,10.0,10.0,9.0,moderate
$75.00,38.933329060364734,-77.02611502558888,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,8,100.0,10.0,10.0,10.0,9.0,flexible
$90.00,38.93611905748218,-77.03438125721208,House,Private room,1,1.0,1.0,1.0,1,2,90.0,10.0,10.0,10.0,8.0,flexible
$115.00,38.931742620060255,-77.02349024907349,House,Entire home/apt,2,1.0,1.0,1.0,1,14,96.0,10.0,10.0,10.0,8.0,moderate
$75.00,38.93412436109261,-77.02820993461678,House,Private room,2,1.5,1.0,1.0,2,25,98.0,10.0,10.0,10.0,9.0,moderate
$225.00,38.92791111907643,-77.03326327068247,other,Entire home/apt,5,1.0,2.0,2.0,2,0,,,,,,strict
$45.00,38.932779039621245,-77.02933259334276,House,Private room,1,0.5,1.0,1.0,1,3,93.0,7.0,9.0,10.0,9.0,flexible
$125.00,38.922437653248465,-77.03454597222088,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,12,98.0,10.0,10.0,10.0,9.0,moderate
$200.00,38.926803174713434,-77.02907028481653,Apartment,Entire home/apt,6,1.0,2.0,2.0,1,0,,,,,,strict
$90.00,38.92748390393591,-77.03312669565456,Apartment,Private room,4,1.0,1.0,1.0,3,1,57.0,6.0,6.0,10.0,4.0,moderate
$258.00,38.931951757522135,-77.0292019740403,Apartment,Entire home/apt,5,2.0,2.0,2.0,3,0,,,,,,strict
$65.00,38.93335933673824,-77.03269183126834,Apartment,Private room,2,1.0,1.0,1.0,2,2,100.0,10.0,10.0,10.0,10.0,flexible
$49.00,38.923726311563634,-77.03649393092856,Apartment,Shared room,2,1.0,1.0,1.0,1,5,100.0,10.0,10.0,10.0,10.0,moderate
$450.00,38.9254949748549,-77.03364974012996,Apartment,Entire home/apt,8,2.0,3.0,5.0,3,10,89.0,10.0,10.0,10.0,9.0,strict
$325.00,38.93515516128645,-77.04503466332616,House,Entire home/apt,8,2.5,3.0,4.0,2,16,96.0,10.0,10.0,10.0,10.0,moderate
$150.00,38.92564607297136,-77.03345581584215,other,Entire home/apt,3,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$50.00,38.92890359268979,-77.0282782985646,other,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$56.00,38.92892660611735,-77.03503421209712,Apartment,Private room,2,2.0,1.0,1.0,2,4,100.0,10.0,10.0,10.0,10.0,flexible
$178.00,38.93172201362767,-77.03738968422662,Apartment,Entire home/apt,7,1.0,1.0,3.0,1,3,100.0,10.0,10.0,10.0,9.0,flexible
$120.00,38.933671574531395,-77.02039198354842,House,Entire home/apt,6,1.0,2.0,4.0,2,0,,,,,,moderate
$80.00,38.92866812684755,-77.02117308962795,House,Entire home/apt,2,1.0,0.0,1.0,1,5,95.0,9.0,10.0,10.0,8.0,moderate
$99.00,38.93402609638317,-77.03982901618383,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,27,99.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.928997962519524,-77.02654093599561,House,Entire home/apt,4,1.0,1.0,2.0,1,4,87.0,8.0,9.0,10.0,9.0,flexible
$135.00,38.92518270897296,-77.02288616630298,House,Entire home/apt,6,1.5,3.0,3.0,3,4,65.0,7.0,8.0,8.0,7.0,moderate
$55.00,38.929687787902296,-77.04034391893315,House,Private room,1,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,8.0,flexible
$79.00,38.93065413963946,-77.03806356424245,House,Private room,2,1.0,1.0,1.0,1,4,100.0,10.0,10.0,10.0,10.0,flexible
$99.00,38.93675514166407,-77.03626333908986,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,4,95.0,9.0,10.0,10.0,8.0,flexible
$85.00,38.93614427916608,-77.03081920794595,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,38,96.0,9.0,9.0,10.0,9.0,strict
$155.00,38.92231093877369,-77.03632893137687,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,9,98.0,10.0,10.0,10.0,10.0,strict
$95.00,38.92343643842035,-77.02901053827841,Apartment,Entire home/apt,3,1.0,0.0,2.0,3,0,,,,,,strict
$225.00,38.927151029361966,-77.03403706924031,Apartment,Entire home/apt,5,2.0,2.0,2.0,3,39,96.0,10.0,10.0,10.0,9.0,strict
$105.00,38.929757141778545,-77.04257361455521,Apartment,Entire home/apt,2,1.0,1.0,2.0,3,3,100.0,10.0,10.0,10.0,10.0,strict
$70.00,38.928618427276724,-77.03141650982644,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,80.0,10.0,10.0,10.0,10.0,flexible
$315.00,38.935033945649366,-77.02756901303141,House,Entire home/apt,5,2.5,2.0,2.0,4,0,,,,,,flexible
$110.00,38.921336910310906,-77.03461786451966,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$99.00,38.92675697433725,-77.0250573809051,Apartment,Private room,4,1.0,1.0,2.0,2,12,98.0,10.0,10.0,10.0,9.0,flexible
$105.00,38.92261465374335,-77.03566745609429,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,0,,,,,,flexible
$125.00,38.93209245434142,-77.03508860708915,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,9,96.0,10.0,10.0,10.0,10.0,moderate
$200.00,38.92510475513644,-77.03373341839601,other,Entire home/apt,6,2.0,2.0,2.0,2,5,92.0,8.0,10.0,10.0,9.0,flexible
$100.00,38.92662872618704,-77.03483195222533,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,6,100.0,10.0,9.0,10.0,9.0,strict
$119.00,38.92631872676397,-77.02320893745747,House,Private room,2,1.0,1.0,1.0,4,3,90.0,9.0,10.0,10.0,8.0,moderate
$220.00,38.92976163701233,-77.02463800952289,House,Entire home/apt,4,2.5,3.0,3.0,3,8,94.0,10.0,10.0,10.0,8.0,strict
$75.00,38.932902458437965,-77.04385719439671,Apartment,Private room,2,1.0,1.0,1.0,2,8,100.0,10.0,10.0,10.0,10.0,flexible
$160.00,38.92378173251849,-77.02278269285567,other,Private room,2,1.5,1.0,2.0,2,1,100.0,10.0,10.0,10.0,10.0,strict
$118.00,38.93091945692801,-77.04033197929797,other,Private room,2,2.5,1.0,1.0,2,206,92.0,9.0,9.0,9.0,9.0,strict
$108.00,38.932821879832986,-77.02541110074752,Apartment,Entire home/apt,4,1.0,2.0,2.0,3,1,,,,,,moderate
$75.00,38.932549686943176,-77.03072724731742,House,Private room,1,1.0,1.0,1.0,1,2,100.0,9.0,10.0,10.0,10.0,flexible
$59.00,38.93479455323548,-77.02504738707721,Apartment,Private room,2,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$82.00,38.92811819604968,-77.02637870479563,House,Private room,2,1.0,1.0,1.0,1,25,97.0,10.0,10.0,10.0,9.0,flexible
$550.00,38.92541341786972,-77.02357957813598,House,Entire home/apt,4,1.5,1.0,1.0,1,0,,,,,,strict
$120.00,38.920985303579,-77.03409116070557,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,8,98.0,10.0,10.0,10.0,10.0,flexible
$110.00,38.927620190267405,-77.03913686220302,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,15,91.0,8.0,9.0,10.0,9.0,strict
$300.00,38.93209425053762,-77.03467490698222,House,Entire home/apt,8,2.5,5.0,5.0,1,2,100.0,10.0,9.0,9.0,10.0,moderate
$85.00,38.93068798639013,-77.0203013383338,House,Entire home/apt,4,1.0,0.0,2.0,1,1,100.0,10.0,10.0,10.0,6.0,moderate
$279.00,38.92539216945265,-77.03581118159393,House,Entire home/apt,8,1.5,3.0,3.0,1,0,,,,,,moderate
$180.00,38.92988765704679,-77.03137542270177,Apartment,Private room,2,1.0,1.0,1.0,3,1,100.0,10.0,10.0,10.0,10.0,moderate
$279.00,38.92150582585109,-77.03189583563562,Apartment,Entire home/apt,4,2.0,2.0,2.0,7,1,100.0,8.0,10.0,10.0,10.0,super_strict_30
$65.00,38.93345355347639,-77.03302874204765,Apartment,Private room,2,1.0,1.0,1.0,2,8,85.0,8.0,9.0,10.0,9.0,flexible
$190.00,38.93244112040455,-77.02110582781269,House,Entire home/apt,6,2.0,3.0,5.0,2,7,91.0,9.0,10.0,10.0,9.0,moderate
$181.00,38.92451085272974,-77.03468113936167,Apartment,Entire home/apt,7,1.0,2.0,3.0,3,48,93.0,9.0,9.0,9.0,9.0,strict
$125.00,38.93574149551064,-77.02093723637088,Apartment,Entire home/apt,5,1.0,1.0,2.0,2,24,85.0,9.0,10.0,10.0,8.0,strict
$93.00,38.93569107590968,-77.03334945781684,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,10,96.0,9.0,9.0,10.0,8.0,flexible
$100.00,38.93428821206575,-77.03802736677892,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,2,60.0,6.0,9.0,9.0,6.0,moderate
$99.00,38.931699902629816,-77.04131518887344,other,Private room,2,2.5,1.0,1.0,2,175,91.0,9.0,10.0,9.0,9.0,strict
$120.00,38.93422387977644,-77.02851340541825,other,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$109.00,38.923736893056336,-77.03130076779034,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,20,96.0,9.0,10.0,10.0,9.0,moderate
$100.00,38.930437964512784,-77.03622469809409,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,8,85.0,8.0,10.0,10.0,10.0,flexible
$100.00,38.92572429266831,-77.02889488805724,Apartment,Private room,2,1.0,1.0,1.0,1,6,100.0,10.0,10.0,10.0,10.0,moderate
$99.00,38.923395503028296,-77.03631434821477,House,Private room,2,1.5,1.0,1.0,1,0,,,,,,flexible
$140.00,38.92783201898615,-77.03924951378757,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,3,100.0,10.0,10.0,10.0,10.0,moderate
$154.00,38.93031672348295,-77.02409846403229,House,Entire home/apt,6,2.5,2.0,2.0,2,18,95.0,10.0,10.0,10.0,9.0,moderate
$70.00,38.927484975309405,-77.03457508678422,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,100.0,9.0,10.0,10.0,10.0,strict
$98.00,38.9308190299526,-77.0384723433045,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,24,96.0,10.0,10.0,10.0,10.0,flexible
$90.00,38.93603587941809,-77.03654653873689,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,11,89.0,8.0,9.0,10.0,9.0,flexible
$100.00,38.92010361620272,-77.0327411833557,House,Private room,2,1.0,1.0,1.0,3,18,94.0,9.0,10.0,10.0,10.0,strict
$60.00,38.92882944828425,-77.03732348536211,Apartment,Private room,2,1.0,1.0,1.0,2,4,95.0,10.0,10.0,10.0,10.0,strict
$130.00,38.93765112962789,-77.03671027909516,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,6,100.0,10.0,10.0,10.0,10.0,flexible
$105.00,38.92216750857307,-77.0360305161875,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,8,88.0,9.0,9.0,8.0,10.0,strict
$600.00,38.92355993214385,-77.02433822345344,House,Entire home/apt,6,2.0,3.0,3.0,1,0,,,,,,flexible
$250.00,38.934321485686624,-77.04179772124502,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$75.00,38.92782569177287,-77.04223017636983,Apartment,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$99.00,38.92703954287725,-77.03735607169409,Apartment,Entire home/apt,4,1.0,1.0,2.0,4,14,85.0,7.0,8.0,9.0,9.0,strict
$499.00,38.92846458068177,-77.03092327239551,House,Entire home/apt,10,4.0,6.0,8.0,2,8,95.0,10.0,10.0,10.0,9.0,strict
$110.00,38.932398839625954,-77.03810435161823,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,8,98.0,10.0,10.0,10.0,9.0,moderate
$69.00,38.93228437089578,-77.0387555670696,House,Private room,2,1.0,1.0,1.0,1,3,93.0,9.0,9.0,9.0,9.0,flexible
$85.00,38.92130051060865,-77.03108396163451,Apartment,Private room,2,1.0,1.0,1.0,5,35,95.0,9.0,10.0,10.0,10.0,flexible
$85.00,38.92886778103861,-77.02827204917592,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,4,100.0,10.0,10.0,10.0,10.0,strict
$150.00,38.93203159347613,-77.02693941658585,Apartment,Private room,1,1.0,1.0,2.0,1,6,100.0,10.0,10.0,10.0,10.0,strict
$595.00,38.92603828792155,-77.0295184885126,House,Entire home/apt,12,4.0,5.0,6.0,3,0,,,,,,flexible
$160.00,38.932631422710884,-77.03649799983612,Apartment,Entire home/apt,4,2.0,2.0,2.0,1,0,,,,,,flexible
$145.00,38.92777368068015,-77.03372204201061,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,66,94.0,9.0,10.0,10.0,9.0,moderate
$100.00,38.92599882536332,-77.02806051822502,House,Private room,2,1.0,1.0,1.0,3,4,75.0,7.0,9.0,7.0,10.0,flexible
$115.00,38.927867277092005,-77.04100460741759,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,9,96.0,10.0,9.0,10.0,9.0,moderate
$89.00,38.928194590349214,-77.0225300693675,House,Entire home/apt,2,1.0,1.0,1.0,1,56,92.0,10.0,10.0,10.0,9.0,moderate
$76.00,38.92594508775935,-77.0263341863232,Apartment,Entire home/apt,1,1.0,2.0,2.0,1,6,96.0,10.0,10.0,10.0,10.0,flexible
$70.00,38.93190334324695,-77.03765015715605,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,0,,,,,,strict
$329.00,38.92138498753489,-77.02993147218294,House,Entire home/apt,6,1.5,3.0,3.0,4,29,98.0,10.0,10.0,10.0,10.0,strict
$100.00,38.921787598504295,-77.03549205041402,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,strict
$100.00,38.933776530454665,-77.02625304571558,other,Private room,2,1.0,1.0,1.0,2,1,80.0,10.0,10.0,10.0,10.0,strict
$149.00,38.92574839430432,-77.03426614186526,Apartment,Entire home/apt,2,1.5,1.0,1.0,3,2,100.0,9.0,10.0,10.0,10.0,strict
$89.00,38.92893558966489,-77.03126900494979,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,11,87.0,7.0,9.0,10.0,10.0,flexible
$119.00,38.929471673382814,-77.02857632144244,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,38,96.0,10.0,10.0,10.0,10.0,strict
$100.00,38.93402887279626,-77.0283845062346,other,Private room,2,1.0,1.0,1.0,2,6,60.0,7.0,9.0,8.0,8.0,strict
$109.00,38.929509282433976,-77.02737747453182,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,84,95.0,10.0,10.0,10.0,9.0,strict
$100.00,38.9331782098001,-77.02155812324052,Apartment,Entire home/apt,6,1.0,2.0,3.0,3,10,70.0,9.0,8.0,8.0,7.0,strict
$85.00,38.927176055548614,-77.03716447978786,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,0,,,,,,strict
$90.00,38.92568555387443,-77.03497122411105,Apartment,Entire home/apt,4,1.5,2.0,2.0,3,23,98.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.926001045041296,-77.02368758348454,other,Private room,2,1.5,1.0,1.0,1,16,100.0,10.0,10.0,10.0,10.0,strict
$105.00,38.93424437658211,-77.04004566682201,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,0,,,,,,flexible
$129.00,38.93408717395892,-77.02775173788791,Apartment,Entire home/apt,8,1.0,3.0,3.0,1,138,92.0,9.0,10.0,10.0,9.0,moderate
$150.00,38.92015933864146,-77.03644950431213,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,80.0,10.0,10.0,10.0,10.0,flexible
$110.00,38.92464294133297,-77.03559199036198,Apartment,Entire home/apt,4,1.0,0.0,1.0,2,7,83.0,9.0,10.0,9.0,9.0,strict
$60.00,38.93504257768927,-77.02972174955913,other,Private room,2,1.0,1.0,1.0,2,0,,,,,,flexible
$130.00,38.92326179643658,-77.03646696246197,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,4,100.0,10.0,10.0,10.0,9.0,moderate
$120.00,38.93700129789143,-77.03310937133138,Apartment,Entire home/apt,2,1.0,0.0,1.0,4,8,95.0,9.0,10.0,10.0,9.0,strict
$85.00,38.92797965597109,-77.04122699472794,House,Entire home/apt,2,1.0,0.0,1.0,2,4,90.0,10.0,10.0,10.0,10.0,flexible
$110.00,38.92245428615848,-77.03437268952041,Apartment,Entire home/apt,3,1.0,1.0,2.0,3,5,84.0,10.0,10.0,10.0,9.0,moderate
$60.00,38.92993373466928,-77.02961222096022,House,Private room,3,1.0,1.0,1.0,1,3,67.0,7.0,7.0,8.0,9.0,flexible
$72.00,38.93504261388032,-77.02484821992783,Apartment,Private room,2,1.0,1.0,1.0,3,8,97.0,9.0,10.0,10.0,8.0,flexible
$99.00,38.932642015488895,-77.02683165111245,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,2,100.0,10.0,10.0,10.0,10.0,moderate
$120.00,38.93243117877572,-77.02164155451075,House,Private room,3,1.0,1.0,2.0,2,0,,,,,,flexible
$95.00,38.934528184336976,-77.04240545250805,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,21,97.0,10.0,10.0,10.0,10.0,moderate
$60.00,38.93447239310567,-77.03158722354854,Apartment,Private room,1,1.0,1.0,1.0,2,6,100.0,10.0,10.0,10.0,9.0,strict
$100.00,38.93554968458586,-77.02736919043784,Apartment,Entire home/apt,2,1.0,1.0,1.0,7,14,98.0,10.0,10.0,10.0,10.0,strict
$60.00,38.9317648275009,-77.03513077392475,House,Private room,1,1.0,1.0,1.0,2,3,87.0,7.0,9.0,9.0,9.0,flexible
$60.00,38.934044554253376,-77.03667498965964,House,Private room,2,1.0,1.0,1.0,1,0,,,,,,flexible
$150.00,38.933527927281105,-77.04478264490396,other,Private room,1,1.5,1.0,1.0,1,3,100.0,10.0,10.0,10.0,10.0,flexible
$119.00,38.933683938812706,-77.03854166050985,Apartment,Entire home/apt,4,1.0,1.0,3.0,2,52,93.0,10.0,10.0,10.0,9.0,moderate
$199.00,38.931202161200574,-77.02225138454669,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,2,90.0,10.0,9.0,9.0,7.0,moderate
$139.00,38.92746778060128,-77.03844819706427,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,20,86.0,9.0,9.0,8.0,9.0,strict
$50.00,38.934384886431225,-77.03272876270691,House,Shared room,4,1.0,1.0,2.0,1,0,,,,,,flexible
$175.00,38.92807219406275,-77.03279483310584,Apartment,Entire home/apt,6,2.0,2.0,3.0,5,0,,,,,,flexible
$85.00,38.92466342849185,-77.03101455243986,Apartment,Shared room,1,1.5,1.0,1.0,2,0,,,,,,moderate
$45.00,38.931256434074065,-77.03056144961127,Apartment,Private room,1,1.0,1.0,1.0,1,2,100.0,9.0,10.0,10.0,10.0,flexible
$95.00,38.92481883919962,-77.03568995885941,Apartment,Entire home/apt,3,1.0,0.0,2.0,2,2,60.0,6.0,6.0,5.0,7.0,moderate
$115.00,38.932794277724405,-77.03324073641288,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,90.0,10.0,8.0,10.0,10.0,strict
$75.00,38.9224405069532,-77.03584821086491,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,12,80.0,7.0,9.0,9.0,9.0,flexible
$120.00,38.92933906984084,-77.03087859553834,Apartment,Entire home/apt,5,1.0,1.0,1.0,2,92,93.0,10.0,10.0,10.0,9.0,strict
$119.00,38.929407357623965,-77.03333140343251,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,1,100.0,10.0,10.0,10.0,10.0,moderate
$209.00,38.92614873383295,-77.03427768859811,Apartment,Entire home/apt,6,2.0,2.0,3.0,3,22,86.0,9.0,9.0,9.0,8.0,strict
$96.00,38.92725584913725,-77.02495626987701,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,4,95.0,10.0,10.0,10.0,7.0,strict
$139.00,38.92124835491093,-77.03103886621605,Apartment,Private room,2,1.0,1.0,1.0,1,14,91.0,9.0,10.0,10.0,10.0,flexible
$65.00,38.927980330492296,-77.03242028960628,Apartment,Private room,1,1.0,1.0,1.0,1,6,100.0,10.0,10.0,10.0,10.0,flexible
$190.00,38.93546871110388,-77.0311177794763,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,92.0,10.0,10.0,10.0,10.0,strict
