price,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,cancellation_policy
$85.00,38.91096635222872,-77.03928363129056,House,Private room,2,1.0,1.0,1.0,3,24,81.0,8.0,10.0,10.0,10.0,moderate
$125.00,38.90984746040608,-77.0476644107754,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,6,100.0,10.0,10.0,10.0,10.0,moderate
$142.00,38.91709006234093,-77.03781671477445,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,74,96.0,10.0,10.0,10.0,10.0,strict
$525.00,38.90984617063586,-77.0500467563714,House,Entire home/apt,6,2.5,3.0,4.0,1,12,98.0,9.0,10.0,10.0,10.0,strict
$159.00,38.90971203321234,-77.03548682193733,House,Entire home/apt,2,1.0,0.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$75.00,38.91354239701614,-77.03483062666692,Apartment,Private room,1,1.5,1.0,1.0,2,2,90.0,10.0,10.0,9.0,9.0,strict
$99.00,38.917074203768244,-77.03512327295631,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,11,93.0,9.0,10.0,10.0,10.0,flexible
$149.00,38.913372791149115,-77.03936458125847,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,14,97.0,9.0,10.0,10.0,10.0,moderate
$136.00,38.91233193362632,-77.03766626394626,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,41,98.0,10.0,10.0,10.0,10.0,strict
$250.00,38.905923204944074,-77.03563704831814,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,flexible
$120.00,38.90340219983582,-77.04914240375247,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,5,100.0,9.0,10.0,10.0,10.0,moderate
$175.00,38.90957950053615,-77.03579824722519,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,31,91.0,9.0,9.0,9.0,10.0,flexible
$122.00,38.912545602097374,-77.04109212871802,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,3,100.0,10.0,9.0,10.0,10.0,moderate
$177.00,38.909237321311046,-77.04646684427625,House,Private room,2,1.0,1.0,1.0,1,4,100.0,10.0,10.0,10.0,10.0,strict
$169.00,38.91631931309267,-77.0424123090833,Apartment,Entire home/apt,6,1.0,2.0,4.0,1,1,100.0,10.0,10.0,10.0,10.0,strict
$85.00,38.907263096348046,-77.03501464153861,Apartment,Entire home/apt,2,1.0,0.0,2.0,5,31,97.0,10.0,10.0,10.0,10.0,moderate
$100.00,38.90737643583845,-77.04477952300606,House,Shared room,2,0.0,1.0,1.0,1,15,96.0,10.0,10.0,10.0,10.0,strict
$105.00,38.918221702089696,-77.0363542576889,Apartment,Entire home/apt,2,1.0,1.0,1.0,7,12,93.0,10.0,10.0,10.0,10.0,moderate
$99.00,38.91508628724995,-77.03956397550066,Apartment,Private room,10,2.5,1.0,5.0,7,2,90.0,8.0,8.0,9.0,9.0,strict
$100.00,38.91046629645636,-77.03823952541524,House,Private room,2,1.0,1.0,1.0,4,2,100.0,10.0,10.0,10.0,10.0,moderate
$189.00,38.91406294419652,-77.04507262417475,Apartment,Entire home/apt,6,1.0,2.0,4.0,1,2,100.0,10.0,9.0,10.0,10.0,strict
$120.00,38.91594427282107,-77.03866237241749,House,Private room,2,1.0,1.0,1.0,1,4,90.0,10.0,10.0,9.0,10.0,strict
$95.00,38.90715734025481,-77.04262621544895,House,Private room,1,0.0,1.0,1.0,1,27,92.0,9.0,10.0,10.0,10.0,strict
$150.00,38.91236663279939,-77.03654297112642,Apartment,Entire home/apt,6,1.0,2.0,2.0,2,8,98.0,9.0,10.0,10.0,10.0,moderate
$175.00,38.91280677218371,-77.03943918478329,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,3,87.0,9.0,9.0,9.0,10.0,strict
$150.00,38.90893912013816,-77.04470638753475,Apartment,Entire home/apt,2,2.0,1.0,1.0,3,4,100.0,10.0,10.0,10.0,10.0,moderate
$160.00,38.91211335898579,-77.03793610624184,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,1,80.0,10.0,10.0,10.0,10.0,flexible
$79.00,38.90684453302303,-77.03475491999669,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,4,89.0,7.0,10.0,10.0,10.0,flexible
$85.00,38.91707239909121,-77.03802220756077,House,Private room,2,1.0,1.0,1.0,2,14,93.0,9.0,10.0,10.0,10.0,strict
$150.00,38.906903283760364,-77.03681553871616,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,6,100.0,10.0,10.0,10.0,10.0,flexible
$90.00,38.91614907767565,-77.04022270821284,House,Private room,2,1.0,1.0,1.0,2,3,93.0,9.0,10.0,10.0,9.0,strict
$100.00,38.91199232607612,-77.03657337417941,Apartment,Private room,1,1.0,1.0,1.0,1,25,94.0,9.0,10.0,10.0,10.0,strict
$150.00,38.909288182637724,-77.0456587016336,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,3,100.0,10.0,10.0,9.0,10.0,strict
$215.00,38.91016338736581,-77.04185579842137,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,34,96.0,9.0,10.0,10.0,10.0,strict
$95.00,38.90932654694968,-77.03484464422492,Apartment,Shared room,1,1.0,1.0,1.0,1,74,95.0,10.0,10.0,10.0,10.0,moderate
$120.00,38.905709190072066,-77.04599940596582,Apartment,Entire home/apt,4,1.5,1.0,1.0,4,3,100.0,9.0,10.0,10.0,10.0,flexible
$105.00,38.91763379922247,-77.03939588247968,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,8,98.0,9.0,10.0,10.0,10.0,moderate
$176.00,38.91461631466061,-77.0422229857657,Apartment,Entire home/apt,3,1.0,1.0,3.0,1,20,93.0,9.0,10.0,10.0,10.0,strict
$495.00,38.91208994126593,-77.0476075585262,Apartment,Entire home/apt,6,2.5,2.0,3.0,3,27,95.0,10.0,9.0,10.0,10.0,strict
$110.00,38.91204381453069,-77.04130239607879,Apartment,Private room,3,1.0,1.0,1.0,2,8,93.0,10.0,10.0,10.0,10.0,moderate
$65.00,38.905580839087904,-77.0362168975083,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,1,100.0,8.0,10.0,10.0,10.0,strict
$110.00,38.91379327873725,-77.04650359972678,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,4,90.0,10.0,10.0,10.0,10.0,moderate
$105.00,38.90961110275469,-77.03523018844616,Apartment,Entire home/apt,1,1.0,0.0,1.0,5,9,96.0,10.0,10.0,10.0,10.0,flexible
$119.00,38.91458839919793,-77.0367542831299,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,10,93.0,9.0,10.0,10.0,10.0,flexible
$225.00,38.91714181945347,-77.03807702902927,House,Entire home/apt,6,1.5,2.0,3.0,3,18,96.0,10.0,10.0,10.0,10.0,strict
$105.00,38.908125831537475,-77.04324878404306,House,Private room,2,1.0,1.0,1.0,1,6,80.0,8.0,10.0,10.0,10.0,strict
$140.00,38.91521963437907,-77.03828001060103,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$250.00,38.91397076422011,-77.03963419799705,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$70.00,38.91706832436979,-77.03940858657155,other,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,9.0,flexible
$200.00,38.90885041980845,-77.03832075478023,other,Entire home/apt,4,1.0,1.0,2.0,1,4,100.0,10.0,10.0,10.0,10.0,moderate
$215.00,38.91146479965453,-77.03636078189255,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,65,95.0,10.0,10.0,10.0,10.0,strict
$135.00,38.9104876544676,-77.04867455037386,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,26,94.0,9.0,10.0,10.0,10.0,moderate
$120.00,38.91027919928153,-77.03932217311016,House,Private room,2,1.0,1.0,1.0,2,1,100.0,,,10.0,10.0,flexible
$90.00,38.90295606800993,-77.0495416807463,other,Private room,2,1.0,1.0,1.0,1,8,85.0,9.0,9.0,10.0,10.0,flexible
$259.00,38.90284470753882,-77.04929355865332,Apartment,Entire home/apt,4,1.0,1.0,1.0,4,1,80.0,10.0,6.0,8.0,6.0,super_strict_30
$125.00,38.90834673942493,-77.04938994492265,Apartment,Entire home/apt,2,1.0,1.0,1.0,27,5,88.0,9.0,10.0,10.0,10.0,strict
$125.00,38.910340264810465,-77.03888947985389,Apartment,Private room,2,1.0,1.0,1.0,2,18,96.0,9.0,10.0,10.0,10.0,strict
$84.00,38.91029846565547,-77.03816765342927,House,Private room,2,1.0,1.0,1.0,1,3,87.0,9.0,9.0,10.0,9.0,flexible
$99.00,38.908972977484815,-77.04718368164416,House,Private room,4,1.0,1.0,2.0,1,170,95.0,10.0,10.0,10.0,10.0,strict
$100.00,38.915068172766865,-77.03814200090096,Apartment,Private room,1,2.0,1.0,1.0,2,11,95.0,10.0,10.0,10.0,9.0,strict
$149.00,38.91231983895396,-77.03766541690156,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,46,91.0,9.0,9.0,10.0,10.0,moderate
$168.00,38.91060838698425,-77.0369426503392,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,150,94.0,9.0,10.0,10.0,10.0,moderate
$99.00,38.9150145332585,-77.03865427461211,Apartment,Private room,2,1.0,1.0,1.0,1,24,97.0,10.0,10.0,10.0,10.0,moderate
$120.00,38.907152396376794,-77.03637351627737,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,6,90.0,9.0,10.0,10.0,10.0,moderate
$121.00,38.91053293133293,-77.04876457102148,other,Entire home/apt,2,1.0,1.0,1.0,2,1,60.0,10.0,6.0,8.0,8.0,flexible
$85.00,38.916127095619146,-77.0408330714452,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,55,86.0,9.0,9.0,9.0,10.0,strict
$300.00,38.90946578593295,-77.04533047622691,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,14,87.0,8.0,9.0,10.0,10.0,strict
$75.00,38.91365614111865,-77.04550667844063,other,Entire home/apt,2,1.0,0.0,1.0,1,4,95.0,9.0,10.0,10.0,10.0,strict
$95.00,38.9113866360138,-77.03545720054574,Apartment,Private room,1,1.0,1.0,1.0,2,19,99.0,10.0,10.0,10.0,10.0,flexible
$125.00,38.9155098068912,-77.04344793886919,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,18,93.0,10.0,10.0,10.0,10.0,moderate
$89.00,38.913936341862886,-77.04057058124242,Apartment,Entire home/apt,4,1.5,1.0,2.0,3,14,93.0,9.0,10.0,9.0,10.0,strict
$175.00,38.90981485070058,-77.04612378525066,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,19,84.0,9.0,9.0,10.0,10.0,flexible
$100.00,38.9142116433854,-77.04268062985813,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,4,90.0,10.0,9.0,10.0,10.0,flexible
$150.00,38.91801009521107,-77.03775121233495,Apartment,Entire home/apt,4,1.5,2.0,2.0,2,1,100.0,8.0,10.0,10.0,10.0,flexible
$100.00,38.91780215090847,-77.03638271340576,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,100.0,8.0,10.0,10.0,10.0,flexible
$75.00,38.912112024968316,-77.04589759093065,House,Private room,1,1.0,1.0,1.0,6,6,90.0,10.0,10.0,10.0,10.0,strict
$89.00,38.9132564221822,-77.04423854560605,Apartment,Private room,2,1.0,1.0,1.0,2,6,97.0,10.0,10.0,10.0,9.0,strict
$120.00,38.912482053549816,-77.03853251178376,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,1,100.0,10.0,10.0,10.0,10.0,moderate
$116.00,38.91126849018017,-77.0363907778992,Apartment,Entire home/apt,1,1.0,0.0,1.0,1,5,90.0,10.0,10.0,10.0,10.0,moderate
$125.00,38.913245367385066,-77.04245368374484,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,10,100.0,10.0,10.0,10.0,10.0,strict
$90.00,38.917473623705575,-77.03752434479729,Apartment,Private room,4,1.0,1.0,2.0,1,56,95.0,10.0,10.0,10.0,9.0,strict
$129.00,38.91392454303576,-77.04247325946872,Apartment,Private room,2,1.0,1.0,1.0,1,8,100.0,10.0,10.0,10.0,10.0,moderate
$175.00,38.90909502810131,-77.04094181408135,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,48,89.0,9.0,10.0,9.0,9.0,moderate
$200.00,38.91690424938499,-77.03733043623879,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$97.00,38.90995822240532,-77.03648504491164,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,100.0,10.0,10.0,10.0,10.0,moderate
$175.00,38.90855340090617,-77.04032746008275,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,6,93.0,10.0,10.0,10.0,10.0,moderate
$95.00,38.91450260577177,-77.03795825092436,House,Private room,2,1.0,1.0,1.0,1,10,98.0,9.0,10.0,10.0,10.0,strict
$148.00,38.90766446045005,-77.03483491963813,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,94,92.0,9.0,9.0,10.0,10.0,moderate
$68.00,38.90741428546919,-77.03665507940508,Apartment,Private room,1,1.0,1.0,1.0,1,3,93.0,9.0,10.0,10.0,10.0,flexible
$79.00,38.91742023983125,-77.03853249152053,Apartment,Private room,1,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,9.0,strict
$140.00,38.913923956384586,-77.04083315189655,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,57,99.0,10.0,10.0,10.0,10.0,moderate
$107.00,38.91052580471326,-77.04003191344736,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,17,96.0,10.0,9.0,9.0,10.0,moderate
$199.00,38.91199790595609,-77.04162800011865,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,16,100.0,10.0,10.0,10.0,10.0,moderate
$105.00,38.914285341786254,-77.03723954753167,House,Private room,2,1.0,1.0,1.0,1,9,93.0,10.0,9.0,10.0,10.0,strict
$129.00,38.912482118136616,-77.0425966819486,Apartment,Entire home/apt,3,1.0,0.0,2.0,4,26,88.0,9.0,9.0,9.0,10.0,strict
$168.00,38.908982402166906,-77.03818348741723,Apartment,Entire home/apt,3,1.0,1.0,1.0,4,23,96.0,9.0,10.0,10.0,10.0,moderate
$169.00,38.90876812636025,-77.04702893920897,House,Entire home/apt,6,1.0,1.0,2.0,1,119,93.0,9.0,10.0,10.0,10.0,strict
$100.00,38.91859434854829,-77.03502445154531,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,4,100.0,9.0,10.0,10.0,10.0,flexible
$78.00,38.915323843873495,-77.04217325144648,Apartment,Private room,1,1.0,1.0,1.0,1,1,100.0,8.0,10.0,10.0,10.0,flexible
$120.00,38.910396880129106,-77.04165373799327,Apartment,Entire home/apt,2,1.0,1.0,1.0,6,13,98.0,10.0,10.0,10.0,10.0,moderate
$90.00,38.91236502705026,-77.03820796230092,Apartment,Entire home/apt,2,1.0,1.0,1.0,5,3,90.0,8.0,9.0,10.0,10.0,flexible
$85.00,38.91216245284186,-77.03802233579968,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,30,85.0,9.0,9.0,9.0,10.0,strict
$85.00,38.90775495109921,-77.03542319568335,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,127,84.0,9.0,8.0,9.0,9.0,strict
$125.00,38.91408701566952,-77.04380765757007,Apartment,Entire home/apt,2,1.0,0.0,1.0,3,48,98.0,10.0,10.0,10.0,10.0,strict
$150.00,38.91465652464272,-77.04447718450307,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,6,100.0,10.0,10.0,10.0,10.0,moderate
$90.00,38.910562635993145,-77.04966940582857,Apartment,Private room,3,1.0,1.0,1.0,1,18,92.0,9.0,9.0,10.0,10.0,flexible
$99.00,38.91698811826788,-77.03997797069891,House,Private room,2,1.0,1.0,1.0,2,31,95.0,9.0,10.0,10.0,10.0,strict
$139.00,38.91442880090565,-77.04302899441673,Apartment,Entire home/apt,3,1.0,0.0,2.0,1,1,60.0,10.0,2.0,4.0,10.0,strict
$174.00,38.91536282413945,-77.04295447361237,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,25,93.0,9.0,10.0,10.0,10.0,moderate
$99.00,38.91199219598939,-77.03720227343194,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,12,93.0,9.0,9.0,9.0,10.0,strict
$84.00,38.91514784639849,-77.03947198511123,other,Entire home/apt,3,1.0,0.0,2.0,1,6,100.0,10.0,10.0,10.0,10.0,moderate
$100.00,38.91465013211796,-77.04203512152894,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,80.0,8.0,8.0,9.0,10.0,flexible
$110.00,38.906995997365094,-77.04490784105342,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,28,84.0,8.0,9.0,9.0,10.0,moderate
$85.00,38.90831530956483,-77.0359979731426,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,42,87.0,9.0,8.0,9.0,10.0,strict
$41.00,38.91424335777224,-77.04208753461572,Apartment,Shared room,1,1.0,1.0,1.0,1,1,100.0,10.0,10.0,10.0,10.0,flexible
$109.00,38.90340849222419,-77.04902908646841,Apartment,Entire home/apt,2,1.0,0.0,1.0,6,1,80.0,10.0,10.0,10.0,10.0,strict
$80.00,38.91140006071196,-77.03938827791156,House,Private room,2,1.0,1.0,2.0,1,1,80.0,6.0,10.0,10.0,10.0,flexible
$150.00,38.91257238110249,-77.03813797800557,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,9,91.0,9.0,10.0,10.0,10.0,flexible
$100.00,38.91072131139315,-77.03995098063983,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,17,96.0,9.0,10.0,10.0,10.0,flexible
$159.00,38.91362061073832,-77.04686593090298,other,Private room,3,1.0,1.0,2.0,2,5,85.0,9.0,9.0,10.0,10.0,strict
$145.00,38.91469703055096,-77.04176116089148,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,32,98.0,10.0,10.0,10.0,10.0,strict
$110.00,38.911086575451534,-77.03459624662999,other,Private room,1,1.0,1.0,1.0,2,1,80.0,10.0,8.0,6.0,8.0,moderate
$215.00,38.90717969104715,-77.03650279840566,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,3,93.0,9.0,10.0,10.0,10.0,flexible
$115.00,38.91412158901185,-77.03751956418955,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,59,96.0,10.0,10.0,10.0,10.0,flexible
$68.00,38.91300763563381,-77.04253948471154,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,2,100.0,10.0,10.0,10.0,10.0,flexible
$129.00,38.9121862988818,-77.03604570155647,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,37,93.0,9.0,9.0,9.0,10.0,moderate
$120.00,38.90877458799946,-77.0429525540872,House,Private room,2,1.0,1.0,1.0,1,11,91.0,9.0,9.0,10.0,10.0,strict
$75.00,38.91297961021545,-77.04605125431647,House,Private room,1,1.0,1.0,1.0,14,12,88.0,9.0,10.0,9.0,10.0,strict
$140.00,38.91816270609559,-77.03716814370323,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,36,98.0,10.0,10.0,10.0,10.0,strict
$125.00,38.91033568586732,-77.0354136687018,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,10,88.0,7.0,10.0,10.0,10.0,flexible
$99.00,38.91739219476671,-77.03775316625803,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,6,97.0,9.0,10.0,10.0,10.0,flexible
$250.00,38.90929397270747,-77.04568619336109,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,21,99.0,10.0,10.0,10.0,10.0,moderate
$100.00,38.906994467341434,-77.04468299495457,House,Private room,2,0.0,1.0,1.0,1,19,95.0,10.0,9.0,9.0,10.0,strict
$209.00,38.91192714588747,-77.04566088728403,other,Private room,3,1.0,1.0,2.0,2,5,92.0,10.0,9.0,10.0,8.0,strict
$196.00,38.915226864892794,-77.04147143273819,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,19,100.0,10.0,10.0,10.0,10.0,strict
$83.00,38.91639620347972,-77.03985230381973,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,64,93.0,9.0,10.0,10.0,10.0,strict
$60.00,38.9171156713021,-77.04028036763368,House,Private room,1,1.5,1.0,1.0,2,6,87.0,8.0,10.0,10.0,10.0,flexible
$67.00,38.91396968189869,-77.04644699200202,Apartment,Private room,1,1.0,1.0,1.0,2,29,97.0,9.0,10.0,10.0,10.0,strict
$95.00,38.915656075103094,-77.03815403840595,House,Private room,2,1.0,1.0,1.0,1,15,89.0,9.0,9.0,9.0,10.0,strict
$695.00,38.90847195746047,-77.04498512443763,House,Entire home/apt,6,2.5,3.0,3.0,3,37,96.0,9.0,10.0,10.0,10.0,strict
$150.00,38.91217628148325,-77.04268854293109,Apartment,Entire home/apt,2,1.0,1.0,1.0,6,12,95.0,10.0,10.0,10.0,10.0,moderate
$135.00,38.91137952969675,-77.03720183120771,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,18,96.0,9.0,9.0,10.0,10.0,flexible
$135.00,38.91684933753518,-77.03980413182602,Apartment,Entire home/apt,4,1.0,1.0,2.0,4,18,92.0,9.0,10.0,10.0,10.0,moderate
$179.00,38.909201458832726,-77.04718418860392,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,10,98.0,10.0,10.0,10.0,10.0,strict
$220.00,38.91148389341943,-77.0488603956277,other,Private room,2,1.0,1.0,1.0,2,5,88.0,10.0,9.0,10.0,10.0,moderate
$99.00,38.918025553164675,-77.03728500436962,House,Private room,2,1.0,1.0,1.0,2,8,98.0,10.0,10.0,10.0,10.0,moderate
$99.00,38.918187838514406,-77.03507058273692,Apartment,Private room,2,1.0,1.0,1.0,2,64,95.0,9.0,10.0,10.0,9.0,moderate
$115.00,38.909039690598505,-77.0392995850781,Apartment,Entire home/apt,4,1.0,1.0,1.0,180,11,89.0,9.0,10.0,9.0,10.0,strict
$105.00,38.914419776660935,-77.03776922703886,House,Private room,2,1.0,1.0,1.0,1,5,100.0,10.0,10.0,10.0,10.0,strict
$159.00,38.91010041598487,-77.04221342726915,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,47,92.0,9.0,10.0,10.0,10.0,moderate
$85.00,38.91151563579788,-77.03829008196888,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,114,88.0,9.0,8.0,9.0,10.0,strict
$137.00,38.90689895660247,-77.03493387516832,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,5,92.0,10.0,10.0,10.0,9.0,moderate
$89.00,38.91736395752697,-77.03812483595772,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,80,80.0,8.0,9.0,9.0,9.0,moderate
$1200.00,38.91052112185975,-77.04773437408913,House,Entire home/apt,8,5.0,5.0,8.0,1,41,97.0,10.0,10.0,9.0,10.0,strict
$85.00,38.90984036187624,-77.04131493547636,Apartment,Entire home/apt,2,0.0,1.0,1.0,1,206,87.0,9.0,9.0,9.0,10.0,strict
$140.00,38.91355038850939,-77.04362398424668,other,Entire home/apt,2,1.0,1.0,1.0,1,13,91.0,9.0,10.0,10.0,10.0,flexible
$125.00,38.91326513966135,-77.04171011752729,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,44,96.0,10.0,10.0,10.0,10.0,strict
$200.00,38.907938945440826,-77.04487818786224,Apartment,Entire home/apt,3,1.0,1.0,1.0,3,24,86.0,9.0,9.0,9.0,10.0,moderate
$99.00,38.91141036699217,-77.03521678176934,other,Entire home/apt,2,1.0,1.0,1.0,1,15,97.0,9.0,10.0,10.0,10.0,flexible
$160.00,38.909027989548285,-77.04711450755644,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,80.0,10.0,10.0,10.0,10.0,strict
$130.00,38.91358611347751,-77.03704333408028,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,11,100.0,9.0,10.0,10.0,10.0,moderate
$110.00,38.910043679989904,-77.03870036305385,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,3,100.0,10.0,10.0,10.0,10.0,moderate
$168.00,38.90522837446864,-77.03761242097818,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,152,95.0,10.0,10.0,10.0,10.0,moderate
$98.00,38.90924580871105,-77.03495855439456,Apartment,Entire home/apt,2,1.0,1.0,1.0,4,2,100.0,9.0,10.0,10.0,10.0,flexible
$134.00,38.91532373990033,-77.03924751925467,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,69,97.0,10.0,10.0,10.0,10.0,strict
$100.00,38.91434657492444,-77.04239414531247,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,9,93.0,9.0,9.0,9.0,10.0,moderate
$95.00,38.91587887393119,-77.02538743643474,House,Private room,3,2.0,1.0,2.0,2,31,98.0,10.0,10.0,10.0,10.0,moderate
$98.00,38.91703486408182,-77.01671784665216,House,Private room,2,1.0,1.0,1.0,4,53,91.0,8.0,10.0,10.0,9.0,moderate
$70.00,38.91514978682032,-77.02516971671736,House,Private room,1,1.0,1.0,1.0,1,3,100.0,10.0,10.0,10.0,10.0,flexible
$130.00,38.917759666368426,-77.02890288589533,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,7,100.0,9.0,10.0,10.0,10.0,flexible
$140.00,38.91618691371136,-77.02479973342952,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,9,93.0,9.0,10.0,10.0,10.0,moderate
$75.00,38.9164831992788,-77.02512005343048,House,Private room,2,1.0,1.0,1.0,1,2,100.0,10.0,10.0,10.0,9.0,flexible
$145.00,38.919090503571645,-77.02493171619203,other,Entire home/apt,2,1.0,1.0,1.0,1,3,80.0,10.0,10.0,10.0,9.0,strict
$130.00,38.91500211191625,-77.03167796944297,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,20,100.0,10.0,10.0,10.0,10.0,flexible
$100.00,38.91840650145219,-77.02987476146289,Apartment,Private room,1,1.0,1.0,1.0,2,21,91.0,9.0,9.0,9.0,10.0,moderate
$195.00,38.91571504973042,-77.02852129960789,other,Private room,2,1.0,1.0,1.0,2,0,,,,,,strict
$85.00,38.915635633174354,-77.02059757512774,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,30,91.0,10.0,9.0,9.0,9.0,strict
$135.00,38.915519562208544,-77.01491952112343,Apartment,Entire home/apt,6,2.5,2.0,2.0,2,2,100.0,10.0,10.0,10.0,10.0,strict
$77.00,38.915140980445216,-77.01637260723331,House,Private room,2,1.0,1.0,1.0,3,3,80.0,9.0,9.0,8.0,7.0,strict
$100.00,38.914921920362474,-77.01761838838897,Apartment,Entire home/apt,3,1.0,0.0,1.0,2,1,,,,,,strict
$95.00,38.916615896885844,-77.0253881312575,House,Entire home/apt,2,1.0,1.0,1.0,2,3,70.0,7.0,10.0,8.0,10.0,flexible
$65.00,38.916129758034366,-77.0304087471338,House,Private room,2,1.0,1.0,1.0,1,31,87.0,9.0,10.0,9.0,10.0,flexible
$120.00,38.91557443602529,-77.02788519470984,Apartment,Entire home/apt,2,1.0,0.0,1.0,2,42,92.0,9.0,9.0,10.0,10.0,moderate
$250.00,38.91506545969587,-77.01944629076995,Apartment,Entire home/apt,8,1.0,2.0,3.0,1,1,60.0,6.0,10.0,10.0,10.0,flexible
$70.00,38.91571805917307,-77.01658093950694,House,Private room,1,1.0,1.0,1.0,1,15,95.0,10.0,10.0,10.0,10.0,moderate
$119.00,38.92040189562922,-77.01531746770947,House,Entire home/apt,5,1.0,2.0,2.0,3,86,96.0,10.0,10.0,10.0,9.0,moderate
$85.00,38.91679035422746,-77.03108484364627,Apartment,Private room,2,2.5,1.0,2.0,2,0,,,,,,flexible
